Timestamp,GasSensor,Temperature,Pressure,Humidity,BatteryCharge,NetCurrent,Tension,BatteryTemp,PM1.0,PM2.5,PM4.0,PM10.0,PM1.0_1/cm3,PM2.5_1/cm3,PM4.0_1/cm3,PM10.0_1/cm3,PMTypSize,CO2,StationID,MsgCounter,IRCameraPixels,PacktCheckSum
2022-01-01 00:00:00,"[0.4370861069626263, 0.9556428757689246, 0.7587945476302645, 0.6387926357773329, 0.24041677639819287, 0.2403950683025824, 0.15227525095137953, 0.8795585311974417, 0.6410035105688879, 0.737265320016441, 0.1185260448662222, 0.9729188669457949]",21.87113478134112,104515.17750906551,65.52043308120686,83.11720735174154,-1.1283625526447094,3.8178533010186393,22.122548934519394,44.66714764020958,21.878068226269363,106.05739573844825,137.14874646609672,157.52732555351633,734.7873184590641,2467.477129518167,629.6568023687108,7.553399783554741,418.796357798465,1,92,"[23.789715806445635, 20.873598751924458, 21.113894752266248, 23.37533632824028, 26.37106409108828, 29.540242302530928, 22.37287980360444, 31.06337906460535, 16.487982300950236, 20.810518205839344, 35.24131355864043, 19.286935924006656, 31.256385124807135, 24.870101983089903, 24.6457041828478, 29.676307824877156, 28.97582888768279, 31.668756577185302, 23.76472335302428, 25.71495478592054, 23.749033076630184, 19.44056701763062, 25.853143727052736, 24.17556441166122, 15.643076501416672, 30.546967717939204, 25.740516097134545, 21.498855817280194, 26.66212645491283, 22.379449521865137, 26.00747258922345, 31.936026342064032, 26.993751949589274, 22.564671444204528, 19.845260610706887, 21.42830759264064, 29.06019511898912, 24.717149306634138, 27.798764378010084, 23.601739463962463, 20.333059421840296, 27.99499200562581, 20.955513643945793, 22.96034093727733, 18.880423975806437, 20.323998170380904, 29.47861366086811, 30.23931901173203, 30.457378744058893, 30.474629109828108, 23.229841158816726, 28.326964850279133, 30.26443753039337, 20.637054925382337, 25.968861481411764, 24.36205247300145, 15.643249853723676, 26.628236618949742, 21.427142705787954, 30.25612190124481, 21.188238141639918, 26.64555724836615, 25.56089889887777, 16.385080051756134]",125
2022-01-01 00:05:00,"[0.8491983767203796, 0.29110519961044856, 0.26364247048639056, 0.2650640588680905, 0.373818018663584, 0.5722807884690141, 0.48875051677790415, 0.36210622617823773, 0.6506676052501416, 0.22554447458683766, 0.3629301836816964, 0.4297256589643226]",26.149621727089688,103484.73123256398,25.854750174576168,83.78475205090497,0.8035095041246405,3.8682999317824027,20.332644207874793,30.571540361394444,87.12876357346663,62.83098400430286,185.32988161291394,533.2210023081315,325.0103121183647,617.7964509370361,1235.3673420185155,4.967621494781037,483.92137234412735,9,50,"[23.398291809215205, 26.786392058701487, 30.117537209026857, 25.09268695025989, 29.53044621089253, 27.686832644332522, 27.85406357483068, 28.077643309951743, 23.62713601404273, 20.05427634096506, 32.84877341363902, 28.841640604268193, 24.657615617437546, 28.085798365752105, 26.98694379890731, 20.729328516087943, 23.31088059822355, 31.632202826084498, 24.9735063528987, 26.876156316554717, 31.298089945844463, 24.95841918489805, 20.34326506582663, 25.566552891516135, 22.208269958547266, 18.042118841013675, 29.015235418372843, 23.718392997503045, 10.073685588786152, 26.26760740176307, 26.32915262315915, 34.75392851773016, 24.979172920871886, 30.33805360051039, 28.232805498140117, 22.052888886111216, 26.74146586339769, 24.17790592884741, 21.561274681958214, 22.417162086556317, 21.738526023374487, 24.951558709033108, 24.97636712508919, 22.251022948913857, 23.959070798464328, 15.620172519670763, 19.95774138285378, 23.537780359915004, 33.35838303319692, 28.166182943959758, 20.11345109174998, 33.07413604976192, 24.99196582690399, 19.326841658566217, 24.605427287641653, 29.925439540414004, 19.331404178880366, 19.819315403120036, 34.03159296918782, 26.482136779957663, 22.64170432568435, 24.468934082109374, 26.427615791598214, 24.03273283828608]",68
2022-01-01 00:10:00,"[0.5104629857953323, 0.8066583652537123, 0.2797064039425238, 0.5628109945722505, 0.6331731119758383, 0.14180537144799796, 0.6467903667112945, 0.2534717113185624, 0.1585464336867516, 0.9539969835279999, 0.9690688297671034, 0.827557613304815]",28.888988154388574,96721.56775484476,22.414686237155042,96.16029498125567,0.7973809945219318,4.095354623064737,23.72396932780188,5.785664978448479,5.297177482036797,100.38060074336482,156.82645172168867,164.7758868271182,502.9319409821518,2597.122816575107,2812.025931341248,5.935500895043372,371.3834739186327,9,6,"[31.749150099563053, 25.49465115638555, 28.318542467671385, 25.41657792055573, 24.813261405045697, 29.4647796858697, 29.56960567152148, 16.83214371185592, 24.903607203856655, 35.248546258018436, 22.76919118626057, 27.27034103036864, 31.236304263472377, 19.45928538763357, 23.13361337381414, 17.140572866804344, 25.522295927372035, 26.92416501434177, 28.217266559500317, 32.86887791169027, 25.317546879834577, 19.23689418992809, 20.595309923626644, 21.18861316818108, 26.038455619506614, 36.74987243093362, 24.639789988217938, 31.870276771630046, 24.429738094259925, 19.192205908508324, 20.91808223480423, 21.354580263056413, 24.388761442258218, 27.027746899101402, 21.70728575533446, 28.95307438754632, 30.23607190106011, 23.683238664017978, 29.590704450010637, 15.288825834956342, 13.208809007991329, 29.163944360614323, 22.890421298472255, 36.01828396444706, 24.535728414454475, 19.998595587306916, 33.43345366521196, 28.278928305766836, 32.74387649652423, 22.06735278795215, 26.8222614822758, 20.622052587174903, 16.270602943542002, 28.71218444650667, 22.715795413838983, 20.021002393002075, 18.05932573239962, 25.913653992054726, 25.32070302535264, 22.582671180411626, 21.629028904976174, 28.830403663626896, 12.588756609887762, 28.15485475014572]",199
2022-01-01 00:15:00,"[0.3741523922560336, 0.1879049026057455, 0.7158097238609412, 0.4961372443656412, 0.20983441136030095, 0.5456592191001431, 0.13094966900369656, 0.9183883618709039, 0.3329019834400152, 0.6962700559185838, 0.3805399684804699, 0.5680612190600297]",21.33850225131456,93395.53879516244,65.19418485852566,85.21662160050018,-0.5077537194066605,4.152125246603363,32.558367070927154,25.546528829707384,78.21950850680739,18.241817243580154,145.57552441423465,429.4916786978438,429.4670047684568,1493.276817305704,2603.2209701073357,8.989481855810443,439.02759450549956,4,30,"[27.326070406724867, 18.848083939438883, 15.328407317472625, 27.942795295395797, 19.13090980345103, 32.866953149982024, 35.5903368127947, 27.13378495182548, 24.492930631792717, 23.904873160758317, 16.470298751407, 23.57138177062364, 22.70660872647547, 21.81913003382725, 26.95896205486867, 25.65654707697229, 28.930942206410126, 22.782176096917112, 28.013106164404725, 25.039760266870264, 27.98200071263512, 24.61142226494099, 33.89018886322643, 12.791698194056636, 28.128087158679023, 29.282303439157168, 18.66620501650698, 34.12482686242743, 25.111727568210753, 24.37654304383991, 26.856490022840717, 29.437519976988323, 25.661083463203244, 25.50339870380493, 29.189191417422467, 29.84422832083437, 26.682878977465304, 17.26194701560178, 19.907273527890332, 30.423338747545067, 23.609698979335207, 22.006914211370713, 27.199823458692777, 26.579795239222857, 23.90932334870295, 28.71775796537807, 18.659926849341588, 16.337840578540057, 32.51291375425417, 19.38596997058888, 17.622266117271558, 23.369172959587107, 24.85199259445286, 22.60812439125073, 23.857802491342937, 17.893125946824068, 28.568854584973824, 17.351879090461733, 25.112536746755033, 26.169584961654202, 28.244493994827177, 26.136729017626728, 19.55849183910389, 22.94384595070096]",72
2022-01-01 00:20:00,"[0.5920392514089517, 0.26636900997297436, 0.9726261649881027, 0.7976195410250031, 0.9455490474077702, 0.905344615384884, 0.6381099809299766, 0.9296868115208051, 0.17964325184672755, 0.27638457617723067, 0.14070456001948428, 0.39279729768693794]",28.906790599032576,101615.22183904506,45.52131645972102,95.98454212583054,-0.11394214419095296,4.150757014453389,36.040230237717736,24.862715797423572,61.58188997898703,39.85429598422257,82.81238804266829,408.7125227395189,1463.320038512044,1098.4603881518296,364.1586768389522,1.9809957203119943,429.73309449252827,8,74,"[21.48011003744896, 17.13487786261768, 27.17786991437714, 21.21669854282472, 25.743638534822036, 24.444456668612542, 19.320672938282634, 18.986543084882825, 23.32465864036155, 18.432483033651216, 29.94387964260755, 31.724734382245252, 28.915146462693613, 26.745352253849354, 25.306390215443226, 19.760663963728753, 29.137805171549367, 31.85419791759643, 23.302855556664735, 24.81834530185096, 20.960784490051182, 23.343814278710713, 18.71225698787154, 23.553714530531856, 27.163454980812382, 26.62579712846903, 26.25344288936275, 12.793557084185636, 25.240042442415024, 28.065762518118508, 24.95616358180224, 30.677055427288778, 24.5015545218582, 26.985802203233504, 19.986450728748004, 27.93111337427881, 28.933860604167787, 21.432077039438962, 17.852701498374657, 22.74588294461434, 20.009198496300705, 27.994466717858547, 22.555578826536074, 28.592042382134924, 17.1809907248153, 20.858585660884003, 21.18086715931532, 26.378164839418666, 14.618164848414903, 23.62654596291335, 23.17779498447237, 26.807814342780937, 25.2520378960604, 20.227470757411, 13.706252710867483, 21.146687723577603, 18.666063101130614, 18.957745531677155, 21.3259169027679, 29.088228630391953, 18.65400443631102, 15.725042425942208, 22.102548531229317, 23.607965058561135]",197
2022-01-01 00:25:00,"[0.4498095607205338, 0.34421412859650635, 0.8458637582367364, 0.4210779940242304, 0.3528410587186427, 0.5884264748424236, 0.2268318024772864, 0.8219772826786357, 0.16709557931179375, 0.9881982429404655, 0.7950202923669917, 0.2788441133807552]",25.261863843637844,99673.60891515733,79.73295588437415,85.43066965817005,0.0478037720562888,3.5055679268949786,25.62704339737922,3.020093439646349,31.519934665434914,125.40045582129441,64.95890057267373,719.9396443474602,940.6792292519641,1987.3132402090084,2309.0739739692954,0.9824650755191189,434.08676881254837,3,56,"[23.27380587133922, 21.70211754372295, 23.776597092656807, 26.077536748238227, 20.639905649969617, 30.010804763959996, 24.08471136050424, 29.897078731268067, 26.3176796662826, 18.698709771431577, 15.225205027189496, 30.324942960159298, 20.437806979588665, 24.514228976837202, 21.986353256098123, 31.712037073229624, 24.626626449479776, 18.098591368104735, 23.680923585021752, 30.623327278967025, 20.649739402455108, 17.191527466002526, 28.650939275939006, 20.10529970031571, 16.500089376632587, 20.273803473588497, 26.111095566992258, 26.934209097667342, 26.719660543681567, 19.607480720425997, 29.23426846699592, 28.418098755252668, 27.16307824779778, 19.476769915891694, 21.74459863768837, 26.407873580662994, 27.73063370686287, 19.77181066397341, 33.58764876569264, 24.152147424594688, 29.58594720567673, 18.63407627112744, 25.876977035858864, 18.51871865961882, 25.605579300153288, 27.16213640417794, 27.439540449289375, 21.161361430934015, 15.754799072579477, 26.462496368588926, 22.8571120540197, 22.85450653549042, 20.23938128925986, 24.58138782404589, 24.826789053743894, 30.125084168525138, 14.767235690175575, 18.236079800938235, 27.149619233498985, 13.842006358012913, 21.23580975506249, 36.722934100271836, 23.46136233701794, 28.347054487220376]",143
2022-01-01 00:30:00,"[0.10496990541124217, 0.8339152856093507, 0.7361716094628554, 0.7561064512368886, 0.7941433120173511, 0.16664018656068133, 0.4226191556898453, 0.20428215357261675, 0.8767930832880342, 0.6609683141448022, 0.39780822236738433, 0.1572025152574213]",30.22730120241126,104576.68294244607,25.835252951331945,80.66375260450003,-0.4801765260710569,4.14532193990982,29.990420863018276,30.342985180147373,72.09325483419113,135.56233961150866,169.25547449458384,192.3831812242498,1417.2613959419668,1024.1691659428725,589.0178476745577,6.90643613139501,429.00840244815856,6,39,"[16.441302688320697, 28.350465446778966, 22.963640969022876, 26.29665485673442, 27.634027706309976, 22.277650633700386, 27.283691634009323, 19.24652068768073, 25.119268513316687, 27.45014126658801, 22.15280205606501, 20.036253495061622, 22.568974387812325, 30.300928331621616, 29.534193841849756, 28.654024149690855, 32.53915671901879, 25.03148746227479, 25.879468759793234, 15.03517277058386, 20.449906704744425, 27.55736316354184, 29.341107942664024, 18.536217900781757, 24.53455360632306, 35.79707185654656, 24.561417467707976, 32.22417756213356, 26.736441833857036, 27.80684317052163, 20.452601930170147, 16.95524135336773, 28.612040033691347, 26.53552288212526, 25.302841535233537, 18.36447072174758, 23.216185303257493, 21.916645442989818, 22.406247198523992, 26.14238512545934, 28.531146152544167, 26.43037917814555, 25.972306079418818, 25.567593268012573, 24.126134349407042, 20.846670036367232, 25.23423036197523, 28.736380419361037, 24.423515555347336, 20.398183034416753, 19.02177784507588, 20.231088100395578, 19.281332302517725, 39.456059249194915, 20.611355755790942, 24.807847196192053, 24.56615095333244, 32.06657416701742, 27.146870377031277, 27.122472552734937, 25.871928327662175, 26.37546626499886, 26.611275780856968, 21.86296180838321]",69
2022-01-01 00:35:00,"[0.379884089544096, 0.3926649898240724, 0.7566455605042577, 0.6738017242196918, 0.8984914683186939, 0.5249934326457544, 0.20763482134447153, 0.7419203085006955, 0.7847065437552077, 0.6051494778125466, 0.7938704619591049, 0.5444160367279517]",23.992900499615132,98827.20157371243,71.33766089211403,90.34029447773432,-0.8775510156355808,3.538070876201101,25.21602024342752,40.416319946078225,78.23657951511596,80.85123563404495,181.07864658580107,821.8713548708458,832.4393615152538,1041.865076989071,1009.0855148579707,8.22848905522444,344.33093498742335,8,14,"[20.4132024245658, 25.2932102658752, 22.315385125401342, 25.921833319045536, 19.6036726144708, 17.63120996090512, 18.60338215059027, 24.63060874341698, 16.922156583712287, 34.748298761757006, 34.761161098976636, 29.427466336960336, 23.152954388294653, 22.581992640299056, 26.482679159793836, 27.98310258190889, 26.48128918678736, 18.44763302943762, 24.05045646464325, 27.666328774896243, 13.192308050030345, 19.473444427443148, 27.629347567782318, 23.43930140946621, 23.444382780100483, 30.542208100412683, 24.730945654973354, 22.632728717195857, 23.457132216401213, 23.621772065369775, 20.827299356480353, 23.887346735591066, 19.30048893145657, 23.333384513538736, 22.419553496358176, 26.15676818274927, 32.57262122392492, 26.297835752924804, 25.515740891107132, 26.16917901427847, 20.685923770636926, 28.509781668799054, 27.03200821018309, 24.77506208237906, 26.774891018468754, 26.638230194764912, 26.647308739114926, 29.971330678919966, 21.209378321479818, 31.556063643790413, 16.98670864658118, 28.309448017585204, 25.838801592355885, 20.18544799284016, 30.14551526216523, 15.932428574151718, 33.12611372643991, 36.28407201262603, 24.183999212065153, 19.861408219749507, 22.111314328828982, 29.875572605603534, 23.388125755208122, 10.32254589283653]",163
2022-01-01 00:40:00,"[0.5704595464437947, 0.4847869165226947, 0.12287721406968567, 0.19710228429397403, 0.12828626711806082, 0.6727693701374023, 0.382920382968694, 0.5577136220482325, 0.9168098265334838, 0.32436300623398745, 0.4693446307320668, 0.7799960246887438]",26.906223275810493,96772.79389372937,48.7989839317395,83.93372868253722,-0.10517880188845591,3.686041559772205,19.81102263490908,37.45040271242391,93.38989713039693,4.74534258193986,90.3764987301864,326.1323270161658,1779.4712050078103,2200.5791728149097,1836.8451145431147,8.504901885825635,328.7181796566298,9,54,"[26.917136843210734, 29.469194054817017, 27.57155959125789, 28.366611377653946, 33.022614731109016, 23.942697249887487, 33.59162795073286, 24.228139798973288, 30.63325781519381, 24.28794819920318, 35.19152912879841, 28.23958794166787, 24.519139210128504, 19.002086422867592, 26.03106613411058, 20.90361387543343, 27.204999723525784, 28.294839365076868, 30.201804530857704, 27.688533252562085, 25.400289812555364, 31.622849090965197, 32.20233869700638, 19.736464136485804, 33.810389038169845, 31.14523079487016, 20.734429982614106, 15.604329128340948, 31.022362049525803, 26.031228188137185, 22.723279823775734, 26.569632233146695, 30.931391356159466, 14.842113378444408, 25.630915786267987, 25.287019885096555, 32.48228029686285, 29.14266388561758, 29.096140738516283, 22.780715302515254, 28.34789215252542, 22.57427867285929, 24.456298184880318, 27.8694376478458, 25.426911552174953, 26.581186255106008, 31.565221934952632, 23.175169591009254, 19.812001522210515, 20.466189685414374, 19.377617650232875, 33.03716275472649, 28.271203773916042, 30.35266786778943, 29.456415177324583, 24.007985068077303, 33.1494393429649, 21.545491523227966, 35.061857236030626, 25.61856125808006, 33.9434483312489, 19.754480313558602, 22.842805105082217, 16.98554117368021]",121
2022-01-01 00:45:00,"[0.3059183489424602, 0.1692819188459137, 0.3607763076223912, 0.24509915852860398, 0.9367278871083158, 0.8273083416079753, 0.6700633808593811, 0.884314531168946, 0.823304869209203, 0.2679130529974323, 0.90330309864098, 0.5854080177240857]",24.79696884160735,95869.57154718028,69.62901173023262,95.15692585864942,-0.16053971472962342,3.860491498309483,32.383718353941454,10.148470708209167,36.77746721542636,139.04603561876522,1.8126196373288828,443.98862696877507,1967.0406154454693,929.4966736173236,437.3872931927565,6.4164449709122025,495.72565124641176,8,22,"[30.211239165242, 26.26609545276578, 35.08306211730489, 22.580083040683647, 31.68541588778397, 25.399575522539404, 24.531054058058256, 23.55308432616463, 20.77426373628247, 26.871239593166347, 26.056958681695953, 17.136586153635747, 12.443936657573673, 23.435017089265227, 30.809976337907493, 26.11035558333971, 18.48641846620347, 16.130770331302124, 30.773981639667674, 16.73478892498037, 28.79670146401058, 27.84520979209064, 33.17330512123119, 21.854253724860193, 29.696526653156447, 31.999359393595505, 18.314369104493785, 25.665309826902472, 24.7980668010982, 19.681104042747812, 26.321549010650948, 19.15504320915649, 26.910813406804035, 35.86879703858955, 23.978832569675696, 24.52554347654455, 32.082541487753495, 31.297439627129965, 21.91177320561067, 28.441077837502252, 10.236851912448785, 19.979408397437822, 30.349406523361107, 22.448875420502564, 23.99834061698493, 20.378397814946457, 19.576368813542253, 12.519099890118168, 23.18424763032216, 27.32805172014201, 26.234251513275666, 20.839919626798107, 17.855041312436157, 23.130616669783713, 18.35515821774899, 21.162146760569293, 25.645528702111434, 20.642468204599798, 31.431574345490834, 19.770918407082654, 21.97609606984114, 29.248654978110594, 28.452122078211623, 27.583100233971958]",125
